"day_local","take_off","datetime_utc","epoch","dji_lat","dji_long","dji_alt","temp","hum","pres","dewtemp","temp_k","svp","avp","mratio","pottemp","vpottemp","dji_status"
"20230309","15",2023-03-09 05:15:13,1678338913,-23.5044930228844,152.093516603446,307.62,25.43,100,974.2,25.43,298.93,32.4370994218924,32.4370994218924,21.4224861852701,301.17082243205,305.106437379654,"descent"
"20230309","15",2023-03-09 05:15:14,1678338914,-23.5044930443633,152.093516657661,304.62,25.71,100,974.57,25.71,299.21,32.9808220689367,32.9808220689367,21.7855965032325,301.420217491084,305.425855225152,"descent"
"20230309","15",2023-03-09 05:15:15,1678338915,-23.5044933067563,152.0935168825,301.62,25.66,100,974.9,25.66,299.16,32.8831482115205,32.8831482115205,21.7112163697384,301.340698177439,305.331606767914,"descent"
"20230309","15",2023-03-09 05:15:16,1678338916,-23.5044934875652,152.093517006011,298.62,25.63,100,975.2,25.63,299.13,32.8246654055852,32.8246654055852,21.6643585552869,301.283993184263,305.265539102004,"descent"
"20230309","15",2023-03-09 05:15:17,1678338917,-23.5044933137666,152.093516872489,295.76,25.56,100,975.56,25.56,299.06,32.6885591476054,32.6885591476054,21.5631763272581,301.181726810197,305.143331966069,"descent"
"20230309","15",2023-03-09 05:15:18,1678338918,-23.5044931920288,152.093516690485,292.92,25.58,100,975.86,25.58,299.08,32.7273961915353,32.7273961915353,21.5828172274522,301.175409848398,305.140540281136,"descent"
"20230309","15",2023-03-09 05:15:19,1678338919,-23.5044933160733,152.093516981531,289.77,25.38,100,976.24,25.38,298.88,32.3408356142285,32.3408356142285,21.3105703299051,300.940531472776,304.852592233028,"descent"
"20230309","15",2023-03-09 05:15:20,1678338920,-23.5044936064871,152.093517032812,286.59,25.53,100,976.55,25.53,299.03,32.6303791584461,32.6303791584461,21.500895285008,301.06425400836,305.01287611805,"descent"
"20230309","15",2023-03-09 05:15:21,1678338921,-23.5044938425215,152.093517261358,283.58,25.69,100,976.87,25.69,299.19,32.941722122161,32.941722122161,21.7058471374369,301.19714646435,305.185167388176,"descent"
"20230309","15",2023-03-09 05:15:22,1678338922,-23.5044942587069,152.093517438814,280.62,25.69,100,977.24,25.69,299.19,32.941722122161,32.941722122161,21.6973422363596,301.164559640578,305.150586657768,"descent"
